826.0000,825.9995,826.0039,826.0077,826.0990,826.6201,827.5735,824.6633,825.5613,825.4498,830.7787,822.9850,826.5375,826.8353,824.6020,828.1546,825.4633,824.2829,826.7518,827.1492,826.2990,825.9156,826.6527,826.1019,825.6069,826.3395,826.3824,826.2285,825.8956,825.8792,825.5507,826.3337,825.7428,826.0154,826.0529,826.3240,826.2345,825.7940,826.1281,825.7763,826.1338,825.9710,825.8966,826.1161,826.0151
826.0000,826.0033,825.9759,825.9593,825.5405,838.2575,854.2439,856.9198,841.3016,839.9732,804.1000,857.6419,824.8444,831.2465,848.6539,823.2587,850.5405,867.7532,852.1381,835.2565,831.5765,829.6721,824.8565,833.0856,834.7442,837.8140,838.1064,828.1936,828.5860,827.2199,829.5032,824.7170,827.9574,827.1989,826.5904,824.3476,824.5712,827.4259,825.3730,828.0275,825.7089,826.2644,826.7142,825.3186,825.9144
825.9993,826.0970,825.3515,826.4361,822.9898,2703.4251,4306.2560,4463.8830,2290.9967,2424.4922,572.9812,4830.0215,890.6526,1364.8500,3454.4269,1376.1672,4499.4783,7867.1389,4835.2999,2403.1586,1639.7417,1126.3171,946.3029,1605.6704,1565.4511,2287.1053,2553.4868,1156.2873,1022.9307,889.0364,973.0792,831.9701,903.9694,935.9220,893.8985,799.9131,788.6342,875.2291,817.4544,922.5343,849.0714,838.2917,850.1699,809.4621,824.0915
826.0081,825.7409,834.2690,1265.3332,4809.7253,49587176605216.4531,3252988276279809146880.0000,207092943683.2599,483749841487.4952,2805431.5764,13092812464.2918,95510969.4755,844768.6064,1877640654582.8479,9303309.2187,17159674145.3635,1691173160.8438,1560621762192.9199,6143230704705.4854,2893570147.4841,5006000.4059,993581.6166,689797.1271,42169061.8125,1591234.5320,7161565333.1147,1503290666.9555,394277.5290,70178.3426,2642.9657,6476.5427,13665.1125,2358.2566,18745.6353,18874.0136,4402.0164,1315.4991,1142.5508,2637.7285,4145.3000,5621.3075,1105.2832,1000.5303,1152.3717,877.4112
826.0249,828.3279,838.3728,4218.3953,3569515.0627,203802676666065068919672087634436423680.0000,1274529923163575447601052689254374615459823616.0000,400318008430624702464.0000,247099182231499398353899854233600.0000,13110153782365676408928206848.0000,769106389177687040.0000,341813471429164597248.0000,2368337079.5412,94572129855914803200.0000,117865437708463833088.0000,74307793256855056.0000,551237948067858546688.0000,5980243242689098752.0000,314617887086191671508992.0000,808439489882199040.0000,1774155646922878208.0000,278795573.8667,19757926.2008,2444190611340.9414,1418914441441.7124,83554486434844.0938,434017931870267584.0000,8334371362829.2148,22070941.5443,211565.5734,205847.6081,284954.0155,40986.2624,2327761.6481,237274.7487,48192.4212,2970.9496,5246.3256,8780.1487,118993.2914,168650.1366,9467.6365,2023.7639,2354.0053,979.3120
826.0446,825.7350,862.4330,3370.8270,57273.8001,8795143109370624192653311300415258624.0000,5095933771871860574482392894164797011353665536.0000,65074016305581284791754424320.0000,120058369225055937757184.0000,8252744128277481540026368.0000,539493751873595609874991939584.0000,912942247674310.0000,3325275118981.9312,5446401420697482135863296.0000,1702413388721191498285056.0000,730367878798673707008.0000,292296474488892347075392438272.0000,12871255434512302981793882046464.0000,225159534467872865446347606194571444224.0000,7924895181287759621444861952.0000,397774067659252301824.0000,36396174890.3585,5011674997401.3047,53471579258011680.0000,134326591345569312.0000,15634404584415045877760.0000,1127618176314902132555776.0000,257204991337617.9688,1908253648.2961,1553833.1748,310528.1925,111047690.4838,64125.0191,727583495.4736,12649039.3985,2902431.3155,11324.9613,7543.5647,81600.0447,2864212.8108,2934943.8385,14615.0594,3574.4891,7457.9216,1300.7737
826.4122,840.4147,868.8234,18194.1153,11592126994.7935,590800978065053805455521258050665593601046576150355742270445653851774316273907999826453281832149882463322112.0000,319720653608581328080581675213724543220771652151896525882932600155886425721851268704001363560890368.0000,225783018313957320470333708368418981941960681010978581374268012054568055590584485256066143604612371295764480.0000,4545384232768940827456099152759883037827037826261437606612872393129984.0000,4447050338219614669626887469051290957242455645377370758475179612118456070826833394776263891488069386240.0000,9201982345885932765366787553489549785038848.0000,165021304072769004544097167684789817957426620671585973681545735447797034057793645237964206612670316544.0000,2429433785811984378786480128.0000,66501000329555180319141426392537767692902311920197699633152.0000,1778735052208105819378955882720085366726436924414744419602248335592714714736794947578087190785347813376.0000,33609663734559560598368617857781045483068182274690036192451231744.0000,21570736112596202601009748986458814377022309760702585227349488572725112977467067263584361487332536959995646912233472.0000,9212537248104024538951444655830778985806696702742660032579466566414617619903729157493759407074524469517225689964306639873900544.0000,611894887995724632328508095686330381420727564879267488917579210937929770412641223353077375932343166951362758786970836004765696.0000,75336577810142971454640778336525272126766614426876502077639802983272206880555488921111232512.0000,1612529677828055240433034356430768249538403601963283647636245997011565805568.0000,64892236881570570309958322340570857472.0000,39131930233478156470964953303482368.0000,349165394831596280963934138678502589949165772340207819587321856.0000,434550787966321468746847055387279533954815108732915290696843264.0000,5509513673417397806870236718357356230156057258228790032228934534293811139444736.0000,755338676976969319902080986427678812662598820224690567872475218598036748928822511533031424.0000,811189629654240285165158344717461407758586975617024.0000,1413538948241719981987283475628032.0000,17949385602262591488.0000,682722168063445303296.0000,35788713322350686208.0000,26252937249558648.0000,3585143834912902470015385600.0000,820703426305740898304.0000,73766364347628.3125,1336193.6930,115024387761.3837,667069739.1579,584286254133695676416.0000,3368040751045424128.0000,11156226978.0340,27116052.4542,9263358.2228,22119.3111
826.8394,822.7589,955.9226,3480.7292,22490664.8603,3084080727658356496304351849680717581962855163362078972109779149809356767861145600.0000,9827474515948747825235271576467063523285176617865347286659180615343902370970628077207464222319228933239635664268516408328913150510959425486848.0000,1977834709543545411268687765628618353324922222848735337522719616917736423025830842189984018986976216154682752669424383476996757660893184.0000,102852702899599112318418717522009706945564815081465600700055552.0000,6639281404972428488558235083867194032848242781666918922481085824409183736152803130468070326272.0000,2649963993180932307729515450654223916803710253354898546278521277258314682594128585789192001748826113599078400.0000,606728233880674422205023397215799226039652336751548262503584371292542626361345945796769447149568.0000,3208978957926416665320339703291262544117760.0000,86691648330138648932609964734331764178187989955886234802573138060805630449409851392.0000,5677073948646275029029161303339264023445382398367119182372820015462685551846017352441514329258854935691264.0000,369517921417708774237390474436975826713470191624746226447407858940938937634532435413721094099771441306957877686562717696.0000,120138406895718375658473444798960696558716920195609511634519629854550712254450380507031577839926759833169353368138457558537515461200737992704.0000,39060325174493118849095123252403522786718925141902563580812659886858173720865079912449850415334234192413166053502945710998471030428059588836361649185095680.0000,830716555525647537464364974306439631712219112677604029399381867714737546870329743110343196939988390150463969709104121808103325404530412873304362559839160286960655576072192.0000,6101656612060116372209206027944253782207319804932700546522771015761303256371367013855930866256857803882597015936458930861979217862590464.0000,39904835073898196142877566869300896040613654044356640426401367453502492223645120156781248512.0000,33567734470823095044081345082192287112419643717584945152.0000,54672158505600791562084294200142785161928597261445647826944.0000,144884800005385843684539436787238677519468234802709452894230700374954689522148476094251008.0000,6450976107344888882260645843717718197913571984852026671112294142079815122944.0000,30556911824062192772075451976470931329315813951465178329000598286107821580589394447141643566278857001110007648257835008.0000,28124035880059749192186211862581349573159204429681821007151599011744274247260377149895965431481693596480268431231794303467520.0000,94537852780548181073581463281865557185313852788329796739243442176.0000,962384011035882995395213039875515269091688448.0000,47677943904207552643072.0000,2026565942841005056196608.0000,15595456312632799430456228446208.0000,2992041192331395584.0000,20595324463575195506168085999056322560.0000,54032554620373640425670275235840.0000,37443638127592965406720.0000,10575284996.6572,985413615779.1661,164354924057390.5312,6528665066690932497186816.0000,282032173016999517927505920.0000,40937276175.8551,707765018.5877,3767528668.0141,204299.5331
826.7149,831.8531,885.3163,3875.7286,2796667.8338,39542236628503442361083647052979137215602102312002983010195860965634926262513353883648.0000,61499156019044875385189975415818026759621092477626457392366065536819186679136119510663041549150038022011525684118159360.0000,6598846747433549652833071114620668092055765295313321495616518627569200936850930101510351828087138373299389413088070154209902390184117272576.0000,227325625264988558268712294701041710779474772819036832688439820288.0000,747993496186643611712280299914652921768834254736523594615014465661491209562519530517874759172096.0000,15409815721316342164165525368257559111130358969302302959864058478592.0000,640014241492758439856475559548763634458564752273462840307748802773310682284007875068654166451485675747536784172221726720.0000,6488101006157429569530831116179603456.0000,1427198796350575810971203201748940654193972268346838038490630516390232064.0000,29841944218330602499609135668594829055496609893745882474402402338497262937353501003015056838828712846818469315241574400.0000,896404658407952747337511894609046399859507563677165534326857335396190763773184955139139642106839040.0000,3335776754015866128995049063191610469017668638776064979080962182001500461298060863976932217570078016161598656303906166340723987878681937707008000.0000,366696591877878127114790000988556122799459897604468828660679610458576572314167758175018412232363645710585275819540012547419973236624884918742765163110389659934149050368.0000,9855237093958524722283544958679091819090707169426003428434059554832900734333490572314462684463107894560225903413729485741958903932258279429851154392432906044702720.0000,43761953496482566302065773993762496841212989855849167081905249438746740749522383066845020415529268660002283202318317182255104.0000,82248704125727594505161932244491047337596131161473918276940260491833947406223538630164480.0000,4147745531109865277987261524797271522489800044606128128.0000,3606671956957231933486461713162039788228684367790080.0000,119777311280285797515051713067827365808452289714867282325174414636721715785545046556672.0000,854934058823093605124292465341111966079819329271610597242268385298644050378752.0000,326674379967831304868023956171040728443716831262114832312552098156150055798871449345522453082693763582175274336256.0000,917617300178729810214637555017320631661487869228766088657311905195152194692207337360424385973312142169857609933233586176.0000,1657846504122156270692876758666031952247564759648851384128765952.0000,502573074016145840768176130967164037810356224.0000,239334284219874709340160.0000,3078649988839425892344135680.0000,1841640456215496781992034304.0000,171449923753769205760.0000,1546386924762274366055011449965641728.0000,2236928740995927075643853897728.0000,10496210870795497472.0000,67427798.9058,29144199411590.1836,2896063988555.1929,113687712977971156931837952.0000,4160996315117809722982400.0000,78829424596.4113,3170749465.9539,234575033.3568,122348.3774
826.7320,828.8325,869.9068,1745.7804,6770.1426,1078703656107344365901562782871572649720997764926145547678522653915742208.0000,718574982071885347561991141723624684128905057550663771109097802021432171594641011690717058172452684017074593678887736109738244440064.0000,5753137839107896565832023858644999696581010658803031218763477819662945100985917433498817661200219266151367482200019725033677572967043973160894464.0000,74885656251269849823557108785637519688196284899442626134016.0000,6798014972232652078266051861912229709349359145768732937532233589742015363110910304330872520704.0000,294674333140427999821526580280309030509223089657420983356527689988105568256.0000,6211182146965295138428175396497039876565720510561999854566194680457592382831770714950064603169081427131432435712.0000,8053940463150646785361358749656688701210624.0000,491709820065507158212995755111274063031305292258024618004528039292801810410508386304.0000,2215207730451528850367281486117323873399866941639504214264563623175384681066344943575705247948486562760980772737731526656.0000,1357480344218893097486667878472050762401317832751946150837411260841038454760832392880075474731008.0000,1872341094091867244252570117805078431624336395105130701808771026518408834936387768669799310105220210863955638291798567228449201057467588683652661248.0000,315846755701162452035211681890858308453812760834371426000188164494913859467416008477290366386437115490608059089914605075549123695027184066811694336724302526972143780373725184.0000,11364136114119454878291333211613947179494561301330001264197072859743245525376598901101862390812642707964703656004751291974259432672606761941830383822803395979264860830564352.0000,8129100940260424564059623204930030654994262134371082369316505694112816500588940393992343201751019719099642591634266797266436096.0000,75592316007644760693431289843861103869665568854545886461985722882991169578537456762880.0000,10962759813877581931539520517330571392314286250754310144.0000,169015948893307459604166430056726401448376972219514880.0000,364681410297038395987509714790811020539620477735132053377595041377245970373178342506496.0000,195657949090809507499082092547478082342391636522025169882154419875594431235096576.0000,19658916289219031510802659741244159784373737410210717604604344886017297274075237251829027576885921684096181224865792.0000,377123302260728247422280943028825194775075419747707739138552516230376066965437091829588187897614794709263497957801459712.0000,693270017137115543626456381265494991305906924789519947399168.0000,388785354048852372756417739947547810351546368.0000,127696055762233099026432.0000,1419437022429225558975971328.0000,31543879711624875797368537088.0000,108691665799074480128.0000,8040798793177283740906076439287169024.0000,6176712771406747652386008858624.0000,105525066418991464448.0000,66884797.3150,17650824608940.3477,22388029971142.7148,300036771847206535155417088.0000,2990028930363602925256704.0000,36300512489.8991,5034782333.6108,315764217.2948,127689.3903
