768.3838,745.6867,795.9245,756.0113,776.8232,766.5088,763.1025,747.9899,758.5943,770.0438,779.0446,758.2467,767.7391,770.1308,745.3244,781.2522,771.6313,749.8759,775.4903,746.5670,755.3946,814.0530,751.2792,744.7592,761.9666,776.8121,774.5547,759.5653,751.6488,776.9722,765.3196
771.0154,730.8229,820.2029,748.7529,785.3507,767.1103,761.2327,735.0247,753.5744,773.8913,790.0898,753.0493,769.7808,774.0234,730.3669,794.0761,776.7496,738.2476,783.6990,732.3299,747.9358,854.0537,740.6485,729.3836,759.5566,786.0170,781.9851,755.2967,741.4353,786.3618,765.5570
761.6136,786.3624,738.4015,776.1615,755.5761,765.0641,768.7823,782.7401,771.9147,760.3721,751.1286,771.9112,762.4926,760.4775,785.7143,749.0403,758.5509,781.1380,754.7939,784.8310,775.1994,719.0273,779.5512,786.2121,768.4638,753.5417,755.6338,770.7618,778.8756,753.1551,764.7098
758.2938,808.6837,713.2369,788.4690,751.6873,769.6817,774.4306,800.8202,779.2691,756.1372,737.8752,778.7516,760.7237,756.2657,806.7819,733.6176,752.6923,797.8356,744.7111,807.0540,785.9575,677.4107,795.6082,808.0127,772.0230,742.8624,746.9744,777.1453,792.8048,741.8333,764.5022
758.1545,809.3508,712.5628,788.5534,748.7245,767.5290,773.7560,801.5051,779.3694,755.8606,737.2353,779.0606,760.3011,756.0265,807.6761,732.9996,752.2316,798.3582,744.4055,806.9215,786.1522,675.2272,795.5592,808.7992,772.1601,742.2138,746.3831,777.0806,793.4076,741.2742,764.4549
762.9327,778.0858,748.9146,771.9794,759.4997,765.2360,767.4682,775.7938,769.2506,762.2106,756.5110,769.2122,763.5003,762.2901,777.6040,755.2276,761.0804,774.8581,758.7710,777.1392,771.2470,736.6663,773.9055,777.8988,767.1453,758.0158,759.2901,768.5402,773.4511,757.7560,764.8266
765.6548,764.8514,779.4404,768.4014,774.4633,770.3805,769.8016,762.3189,764.9057,767.0585,767.7231,763.8264,766.2919,767.5347,762.1470,768.2071,766.7851,763.6829,767.4670,763.9268,764.2871,775.5140,763.9021,761.8546,765.4187,767.9706,767.2616,764.7484,762.9159,767.3611,765.1583
771.7840,730.4836,839.3849,752.3912,792.1709,769.6623,765.5996,731.9317,753.1663,776.1907,793.2009,751.7512,770.7230,777.0329,727.2410,798.0043,778.4960,736.5543,786.8869,729.5667,746.7494,866.7452,738.3058,725.7083,760.0727,789.2286,784.2754,754.4859,739.1398,789.0273,765.6789
766.0453,768.5251,796.0235,776.6064,793.2468,784.3281,779.1525,761.5967,766.5276,769.7455,769.6027,763.2255,768.7288,770.6685,761.5966,770.1534,768.9723,764.9026,769.1026,768.5803,765.7270,784.4006,766.6224,761.1827,766.8308,771.0531,769.6412,766.2181,762.1599,769.0529,765.4481
772.2267,726.4455,837.6672,748.8341,795.0592,771.5372,764.0131,729.5906,752.1109,776.4427,795.2631,750.7604,771.3541,776.8495,724.2432,800.0809,779.5394,734.0695,787.7534,727.8345,745.3872,874.1922,737.0742,722.9993,759.1361,790.8440,785.7942,753.9851,737.1220,790.7808,765.7438
759.8287,835.8014,789.7499,838.7505,840.6580,831.1860,823.2776,799.1277,787.5248,768.1862,744.7539,776.8440,770.8838,773.1171,806.5153,741.2361,761.4519,806.0869,752.3506,828.8272,793.1638,709.9651,807.7510,806.5145,779.5288,755.1339,756.1077,783.7322,791.2176,748.0402,765.7109
741.4275,1078.8356,865.3419,1060.2447,818.0214,848.8956,936.4741,923.5403,848.5761,767.6190,669.3699,821.9353,759.5008,785.7082,970.4838,662.9394,729.0115,943.8544,715.3767,977.5739,874.4641,506.2751,903.4341,956.7811,828.1855,702.5608,705.2373,821.5758,890.7800,683.2429,764.6721
787.9252,1203.7275,3410.2915,1516.1089,1261.0119,890.1416,1326.3802,729.0090,842.7430,942.8543,843.0954,748.7482,804.4161,1030.1569,769.8153,898.4458,833.8727,845.9505,935.6617,738.7367,803.6771,1190.4690,717.3184,714.9990,897.4119,900.0949,829.2729,757.7049,756.4253,828.8291,770.5974
885.7182,14064.5248,903056.6205,33405.2502,230875.7144,52424.9187,84459.9969,834.7740,2277.0265,2861.0610,1445.3498,680.4502,2096.9672,5734.5534,873.5723,1673.4844,1635.8982,2974.9167,2231.9135,3203.1428,1990.2232,23841.7230,2299.2112,846.4529,2059.5286,2723.9894,1958.5270,1721.4664,883.4276,1398.1810,891.3266
852.0009,162782.5409,3087734.2202,464242.6151,8882217.0536,919243.2985,749046.2487,1488.1161,3745.1618,4138.8532,1415.1420,859.4589,4649.2603,16792.0949,2089.5349,1560.9295,2471.9306,6800.9708,2287.7904,29108.8435,4437.0070,44607.7787,8566.2279,1702.3121,2818.4870,3512.0260,2728.8330,4202.9127,1551.5362,1411.8014,1008.4852
76676.2060,16232256474459732686003226905657601436292983059908657152.0000,1613412099528784780498120202672002928433844708690061977093115967894290761252864.0000,6473794660545479203263499500174900708913356582932185088.0000,2309259185893982136290542913699869206307674017144310802200748341571468683701649408.0000,97815926710123689650977465547925302111503227049143802799303373619200.0000,34949917955734981898766643002522944402538778596862441693494894395392.0000,235310279329242087948288.0000,528993689778808167638890941775872.0000,847827211232276942717244669952.0000,785831173275.2920,48428199.9551,1780113330972380662394257408.0000,2405439268544875636336410964787200.0000,166457372886897967235072.0000,30493121.5406,3398277631091284115456.0000,196351370344215944583482798065733074944.0000,12097368674421434368.0000,30301532458919639774152675975727259402108928.0000,31260065390750584602271644909568.0000,1129201088627352640966096135319021682688.0000,561876030547846445124547815028383809536.0000,65295765080203778494300160.0000,4783733218316745875038142464.0000,140590113674728848056385536.0000,102812995116866404876288.0000,34070073878639112413419405312.0000,51152227226810073088.0000,22300381147827.1094,477442273922.5490
333376.9601,43088951001544197097972634094086890069340758854825735618560.0000,1114050884962911429682367326952076170584789972279178503934930933422838210029273743360.0000,302112823360404598975488125521526521856.0000,4800865218354947205504347574251906373058656084579368108396904448.0000,1224823444327523985053565448809795478794826416128.0000,6547933509441454260282333113689649007954327808171597127883948032.0000,235099921699147515691008.0000,5252339852957089627422624579584.0000,2143530275938832924438402433024.0000,2474141765.7115,5365165325.5854,1658095546428476672.0000,2176175793085820605409787904.0000,67268466815065878448570368.0000,224527166.2553,50415943088526802944.0000,1178395362956760859791628333232422912.0000,259164675134408704.0000,220017359142310445297925575671808.0000,734969825558963739152105865216.0000,892283325511852978339840.0000,1205315161221418753823885754368.0000,79825353696775186077974528.0000,165265407301291322967588864.0000,30222399054025746022400.0000,3615491694900920832.0000,66861160725085075537920.0000,846061121272101076992.0000,1823023851.0236,6267051055.0487
3577.7923,368382848797741743603712.0000,878533816711859470948284900573184.0000,86990824205819624554496.0000,164652976074324111246697168896.0000,276800330503869464576.0000,795583605179602460305522688.0000,5115861757.1374,25591814012312.3164,508522540341.2429,37932.1013,26468.3773,442837987.0008,791246091849723.1250,2229775788.4666,93057.9434,20050090.6737,1773530227994299.7500,106474627.0171,3227436088536.9062,269524890194.7472,5801913316545.5771,811699556084.6406,31987581744.2158,7638828069.9085,815104943.9884,78437211.0299,7918132372.9638,4510463499.8244,119680.3195,117545.2712
